ID Commune;nb_faits;Année
01338;7.0;2016
01339;14.0;2021
01339;6.0;2016
01342;0.0;2021
01342;0.0;2016
01343;11.0;2021
01343;0.0;2016
01344;109.0;2021
01344;103.0;2016
01345;27.0;2021
01345;25.0;2016
01346;0.0;2021
01346;0.0;2016
01347;13.0;2021
01347;21.0;2016
01348;33.0;2021
01348;29.0;2016
01349;0.0;2021
01349;0.0;2016
01350;17.0;2021
01350;26.0;2016
01351;11.0;2021
01351;8.0;2016
01352;0.0;2021
01352;0.0;2016
01353;18.0;2021
01353;0.0;2016
01354;462.0;2021
01354;446.0;2016
01355;0.0;2021
01355;0.0;2016
01356;0.0;2021
01356;0.0;2016
01357;0.0;2021
01357;0.0;2016
01358;0.0;2021
01358;0.0;2016
01359;0.0;2021
01359;0.0;2016
01360;12.0;2021
01360;0.0;2016
01361;13.0;2021
01361;7.0;2016
01362;0.0;2021
01362;0.0;2016
01363;14.0;2021
01363;18.0;2016
01364;0.0;2021
01364;0.0;2016
01365;0.0;2021
01365;0.0;2016
01366;0.0;2021
01366;0.0;2016
01367;0.0;2021
01367;0.0;2016
01368;0.0;2021
01368;0.0;2016
01369;0.0;2021
01369;0.0;2016
01370;80.0;2021
01370;76.0;2016
01371;5.0;2021
01371;7.0;2016
01372;0.0;2021
01372;0.0;2016
01373;0.0;2021
01373;7.0;2016
01374;7.0;2021
01374;0.0;2016
01375;0.0;2021
01375;0.0;2016
01376;150.0;2021
01376;149.0;2016
01378;47.0;2021
01378;63.0;2016
01379;0.0;2021
01379;0.0;2016
01380;0.0;2021
01380;0.0;2016
01381;0.0;2021
01381;0.0;2016
01382;0.0;2021
01382;0.0;2016
01383;8.0;2021
01383;8.0;2016
01384;58.0;2021
01384;43.0;2016
01385;0.0;2021
01385;0.0;2016
01386;0.0;2021
01386;0.0;2016
01387;0.0;2021
01387;0.0;2016
01388;0.0;2021
01388;14.0;2016
01389;6.0;2021
01389;13.0;2016
01390;35.0;2021
01390;33.0;2016
01391;0.0;2021
01391;0.0;2016
01392;0.0;2021
01392;0.0;2016
01393;0.0;2021
01393;0.0;2016
01396;9.0;2021
01396;6.0;2016
01397;11.0;2021
01397;0.0;2016
01398;0.0;2021
01398;0.0;2016
01399;44.0;2021
01399;45.0;2016
01400;0.0;2021
01400;0.0;2016
01401;36.0;2021
01401;0.0;2016
01402;0.0;2021
01402;0.0;2016
01403;12.0;2021
01403;10.0;2016
01404;0.0;2021
01404;0.0;2016
01405;15.0;2021
01405;13.0;2016
01406;0.0;2021
01406;0.0;2016
01407;15.0;2021
01407;15.0;2016
01408;0.0;2021
01408;5.0;2016
01410;0.0;2021
01410;0.0;2016
01411;0.0;2021
01411;0.0;2016
01412;0.0;2021
01412;0.0;2016
01415;0.0;2021
01415;0.0;2016
01416;0.0;2021
01416;10.0;2016
01418;13.0;2021
01418;13.0;2016
01419;217.0;2021
01419;210.0;2016
01420;22.0;2021
01420;49.0;2016
01421;0.0;2021
01421;0.0;2016
01422;14.0;2021
01422;0.0;2016
01423;0.0;2021
01423;7.0;2016
01424;31.0;2021
01424;21.0;2016
01425;0.0;2021
01425;0.0;2016
01426;36.0;2021
01426;0.0;2016
01427;239.0;2021
01427;232.0;2016
01428;0.0;2021
01428;0.0;2016
01429;0.0;2021
01429;0.0;2016
01430;0.0;2021
01430;0.0;2016
01431;5.0;2021
01431;0.0;2016
01432;0.0;2021
01432;0.0;2016
01433;0.0;2021
01433;0.0;2016
01434;0.0;2021
01434;0.0;2016
01435;27.0;2021
01435;21.0;2016
01436;0.0;2021
01436;0.0;2016
01437;0.0;2021
01437;0.0;2016
01439;0.0;2021
01439;0.0;2016
01441;0.0;2021
01441;0.0;2016
01443;164.0;2021
01443;149.0;2016
01444;12.0;2021
01444;0.0;2016
01445;0.0;2021
01445;0.0;2016
01446;0.0;2021
01446;0.0;2016
01447;0.0;2021
01447;7.0;2016
01448;0.0;2021
01448;0.0;2016
01449;0.0;2021
01449;0.0;2016
01450;58.0;2021
01450;80.0;2016
01451;242.0;2021
01451;266.0;2016
01452;0.0;2021
01452;0.0;2016
01453;0.0;2021
01453;0.0;2016
01454;0.0;2021
01454;0.0;2016
01456;0.0;2021
01456;0.0;2016
01457;34.0;2021
01457;66.0;2016
02001;5.0;2021
02001;0.0;2016
02002;0.0;2021
02002;0.0;2016
02003;0.0;2021
02003;0.0;2016
02004;0.0;2021
02004;0.0;2016
02005;0.0;2021
02005;0.0;2016
02006;0.0;2021
02006;0.0;2016
02007;0.0;2021
02007;0.0;2016
02008;0.0;2021
02008;0.0;2016
02009;5.0;2021
02009;0.0;2016
02010;0.0;2021
02010;0.0;2016
02011;0.0;2021
02011;0.0;2016
02012;0.0;2021
02012;0.0;2016
02013;0.0;2021
02013;0.0;2016
02014;0.0;2021
02014;0.0;2016
02015;0.0;2021
02015;0.0;2016
02016;0.0;2021
02016;0.0;2016
02017;0.0;2021
02017;0.0;2016
02018;50.0;2021
02018;63.0;2016
02019;0.0;2021
02019;0.0;2016
02020;0.0;2021
02020;0.0;2016
02021;0.0;2021
02021;0.0;2016
02022;0.0;2021
02022;0.0;2016
02023;0.0;2021
02023;0.0;2016
02024;0.0;2021
02024;0.0;2016
02025;0.0;2021
02025;0.0;2016
02027;0.0;2021
02027;0.0;2016
02028;32.0;2021
02028;18.0;2016
02029;0.0;2021
02029;0.0;2016
02030;0.0;2021
02030;0.0;2016
02031;0.0;2021
02031;0.0;2016
02032;0.0;2021
02032;0.0;2016
02033;0.0;2021
02033;0.0;2016
02034;0.0;2021
02034;0.0;2016
02035;0.0;2021
02035;0.0;2016
02036;0.0;2021
02036;0.0;2016
02037;5.0;2021
02037;5.0;2016
02038;0.0;2021
02038;0.0;2016
02039;0.0;2021
02039;0.0;2016
02040;0.0;2021
02040;0.0;2016
02041;0.0;2021
02041;0.0;2016
02042;0.0;2021
02042;0.0;2016
02043;0.0;2021
02043;0.0;2016
02044;0.0;2021
02044;0.0;2016
02046;0.0;2021
02046;0.0;2016
02047;0.0;2021
02047;0.0;2016
02048;0.0;2021
02048;0.0;2016
02049;0.0;2021
02049;0.0;2016
02050;0.0;2021
02050;0.0;2016
02051;0.0;2021
02051;0.0;2016
02052;0.0;2021
02052;0.0;2016
02053;0.0;2021
02053;0.0;2016
02054;0.0;2021
02054;0.0;2016
02055;0.0;2021
02055;0.0;2016
02056;0.0;2021
02056;0.0;2016
02057;23.0;2021
02057;6.0;2016
02058;0.0;2021
02058;0.0;2016
02059;53.0;2021
02059;63.0;2016
02060;0.0;2021
02060;0.0;2016
02061;0.0;2021
02061;0.0;2016
02062;0.0;2021
02062;0.0;2016
02063;0.0;2021
02063;0.0;2016
02064;65.0;2021
02064;71.0;2016
02065;0.0;2021
02065;0.0;2016
02066;0.0;2021
02066;0.0;2016
02067;0.0;2021
02067;0.0;2016
02068;0.0;2021
02068;0.0;2016
02069;0.0;2021
02069;0.0;2016
02070;0.0;2021
02070;0.0;2016
02071;0.0;2021
02071;6.0;2016
02072;0.0;2021
02072;0.0;2016
02073;0.0;2021
02073;0.0;2016
02074;0.0;2021
02074;0.0;2016
02075;0.0;2021
02075;0.0;2016
02076;0.0;2021
02076;0.0;2016
02078;0.0;2021
02078;0.0;2016
02079;0.0;2021
02079;0.0;2016
02080;0.0;2021
02080;0.0;2016
02081;0.0;2021
02081;0.0;2016
02082;0.0;2021
02082;0.0;2016
02083;0.0;2021
02083;6.0;2016
02084;0.0;2021
02084;0.0;2016
02085;0.0;2021
02085;7.0;2016
02086;0.0;2021
02086;0.0;2016
02087;0.0;2021
02087;0.0;2016
02088;0.0;2021
02088;0.0;2016
02089;7.0;2021
02089;10.0;2016
02090;0.0;2021
02090;0.0;2016
02091;0.0;2021
02091;0.0;2016
02093;17.0;2021
02093;15.0;2016
02094;0.0;2021
02094;0.0;2016
02095;195.0;2021
02095;223.0;2016
02096;0.0;2021
02096;0.0;2016
02097;0.0;2021
02097;0.0;2016
02098;0.0;2021
02098;0.0;2016
02099;0.0;2021
02099;0.0;2016
02100;0.0;2021
02100;0.0;2016
02101;0.0;2021
02101;0.0;2016
02102;0.0;2021
02102;0.0;2016
02103;16.0;2021
02103;20.0;2016
02104;0.0;2021
02104;0.0;2016
02105;0.0;2021
02105;0.0;2016
02106;0.0;2021
02106;0.0;2016
02107;0.0;2021
02107;0.0;2016
02108;0.0;2021
02108;0.0;2016
02109;0.0;2021
02109;0.0;2016
02110;42.0;2021
02110;17.0;2016
02111;0.0;2021
02111;0.0;2016
02112;0.0;2021
02112;0.0;2016
02114;10.0;2021
02114;32.0;2016
02115;0.0;2021
02115;0.0;2016
02116;0.0;2021
02116;0.0;2016
02117;0.0;2021
02117;0.0;2016
02118;0.0;2021
02118;0.0;2016
02119;0.0;2021
02119;0.0;2016
02120;0.0;2021
02120;0.0;2016
02121;0.0;2021
02121;0.0;2016
02122;0.0;2021
02122;0.0;2016
02123;0.0;2021
02123;0.0;2016
02124;0.0;2021
02124;0.0;2016
02125;0.0;2021
02125;0.0;2016
02126;0.0;2021
02126;0.0;2016
02127;0.0;2021
02127;0.0;2016
02128;5.0;2021
02128;0.0;2016
02129;0.0;2021
02129;0.0;2016
02130;0.0;2021
02130;0.0;2016
02131;19.0;2021
02131;19.0;2016
02132;0.0;2021
02132;0.0;2016
02133;0.0;2021
02133;0.0;2016
02134;0.0;2021
02134;15.0;2016
02135;9.0;2021
02135;9.0;2016
02136;0.0;2021
02136;0.0;2016
02137;0.0;2021
02137;0.0;2016
02138;0.0;2021
02138;0.0;2016
02139;0.0;2021
02139;0.0;2016
02140;0.0;2021
02140;0.0;2016
02141;51.0;2021
02141;57.0;2016
02142;0.0;2021
02142;0.0;2016
02143;0.0;2021
02143;0.0;2016
02144;0.0;2021
02144;0.0;2016
02145;0.0;2021
02145;0.0;2016
02146;0.0;2021
02146;0.0;2016
02148;0.0;2021
02148;0.0;2016
02149;0.0;2021
02149;0.0;2016
02150;0.0;2021
02150;0.0;2016
02151;0.0;2021
02151;0.0;2016
02152;0.0;2021
02152;0.0;2016
02153;0.0;2021
02153;0.0;2016
02154;0.0;2021
02154;0.0;2016
02155;0.0;2021
02155;0.0;2016
02156;0.0;2021
02156;0.0;2016
02157;33.0;2021
02157;33.0;2016
02158;9.0;2021
02158;52.0;2016
02159;0.0;2021
02159;0.0;2016
02160;0.0;2021
02160;0.0;2016
02162;0.0;2021
02162;0.0;2016
02163;59.0;2021
02163;89.0;2016
02164;0.0;2021
02164;0.0;2016
02165;10.0;2021
02165;7.0;2016
02166;0.0;2021
02166;0.0;2016
02167;0.0;2021
02167;0.0;2016
02168;1070.0;2021
02168;909.0;2016
02169;0.0;2021
02169;0.0;2016
02170;0.0;2021
02170;0.0;2016
02171;0.0;2021
02171;0.0;2016
02172;0.0;2021
02172;0.0;2016
02173;717.0;2021
02173;701.0;2016
02174;0.0;2021
02174;0.0;2016
02175;0.0;2021
02175;0.0;2016
02176;0.0;2021
02176;0.0;2016
02177;0.0;2021
02177;0.0;2016
02178;0.0;2021
02178;0.0;2016
02179;0.0;2021
02179;0.0;2016
02180;0.0;2021
02180;0.0;2016
02181;0.0;2021
02181;0.0;2016
02182;0.0;2021
02182;0.0;2016
02183;0.0;2021
02183;0.0;2016
02184;0.0;2021
02184;0.0;2016
02185;0.0;2021
02185;0.0;2016
02186;9.0;2021
02186;26.0;2016
02187;0.0;2021
02187;0.0;2016
02188;0.0;2021
02188;0.0;2016
02189;0.0;2021
02189;0.0;2016
02190;0.0;2021
02190;0.0;2016
02191;0.0;2021
02191;0.0;2016
02192;0.0;2021
02192;0.0;2016
02193;0.0;2021
02193;0.0;2016
02194;0.0;2021
02194;0.0;2016
02195;0.0;2021
02195;0.0;2016
02196;0.0;2021
02196;0.0;2016
02197;0.0;2021
02197;0.0;2016
02198;0.0;2021
02198;0.0;2016
02199;0.0;2021
02199;0.0;2016
02200;0.0;2021
02200;0.0;2016
02201;0.0;2021
02201;0.0;2016
02203;7.0;2021
02203;0.0;2016
02204;0.0;2021
02204;0.0;2016
02205;0.0;2021
02205;0.0;2016
02206;0.0;2021
02206;0.0;2016
02207;0.0;2021
02207;0.0;2016
02208;0.0;2021
02208;0.0;2016
02209;0.0;2021
02209;12.0;2016
02210;0.0;2021
02210;0.0;2016
02211;0.0;2021
02211;0.0;2016
02212;0.0;2021
02212;0.0;2016
02213;0.0;2021
02213;0.0;2016
02214;0.0;2021
02214;0.0;2016
02215;0.0;2021
02215;0.0;2016
02216;0.0;2021
02216;0.0;2016
02217;10.0;2021
02217;7.0;2016
02218;0.0;2021
02218;0.0;2016
02219;0.0;2021
02219;0.0;2016
02220;0.0;2021
02220;0.0;2016
02221;0.0;2021
02221;0.0;2016
02222;0.0;2021
02222;0.0;2016
02223;0.0;2021
02223;0.0;2016
02224;0.0;2021
02224;0.0;2016
02225;0.0;2021
02225;0.0;2016
02226;16.0;2021
02226;25.0;2016
02227;0.0;2021
02227;0.0;2016
02228;0.0;2021
02228;0.0;2016
02229;0.0;2021
02229;0.0;2016
02230;0.0;2021
02230;0.0;2016
02231;0.0;2021
02231;0.0;2016
02232;0.0;2021
02232;0.0;2016
02233;0.0;2021
02233;0.0;2016
02234;0.0;2021
02234;0.0;2016
02235;0.0;2021
02235;0.0;2016
02236;0.0;2021
02236;0.0;2016
02237;0.0;2021
02237;15.0;2016
02238;22.0;2021
02238;41.0;2016
02239;5.0;2021
02239;5.0;2016
02240;0.0;2021
02240;0.0;2016
02241;0.0;2021
02241;0.0;2016
02242;0.0;2021
02242;0.0;2016
02243;63.0;2021
02243;60.0;2016
02244;0.0;2021
02244;0.0;2016
02245;32.0;2021
02245;16.0;2016
02246;0.0;2021
02246;0.0;2016
02248;0.0;2021
02248;0.0;2016
02249;0.0;2021
02249;0.0;2016
02250;0.0;2021
02250;0.0;2016
02251;0.0;2021
02251;0.0;2016
02252;0.0;2021
02252;0.0;2016
02253;0.0;2021
02253;0.0;2016
02254;0.0;2021
02254;0.0;2016
02255;0.0;2021
02255;0.0;2016
02256;0.0;2021
02256;0.0;2016
02257;0.0;2021
02257;0.0;2016
02258;0.0;2021
02258;0.0;2016
02259;0.0;2021
02259;0.0;2016
02260;0.0;2021
02260;0.0;2016
02261;0.0;2021
02261;0.0;2016
02262;0.0;2021
02262;0.0;2016
02263;0.0;2021
02263;0.0;2016
02264;9.0;2021
02264;0.0;2016
02265;0.0;2021
02265;0.0;2016
02266;0.0;2021
02266;0.0;2016
02267;0.0;2021
02267;0.0;2016
02268;0.0;2021
02268;23.0;2016
02269;0.0;2021
02269;0.0;2016
02270;0.0;2021
02270;0.0;2016
02271;0.0;2021
02271;0.0;2016
02272;0.0;2021
02272;0.0;2016
02273;0.0;2021
02273;0.0;2016
02274;0.0;2021
02274;0.0;2016
02275;0.0;2021
02275;0.0;2016
02276;0.0;2021
02276;0.0;2016
02277;0.0;2021
02277;0.0;2016
02278;0.0;2021
02278;0.0;2016
02279;0.0;2021
02279;0.0;2016
02280;0.0;2021
02280;0.0;2016
02281;0.0;2021
02281;0.0;2016
02282;0.0;2021
02282;0.0;2016
02283;0.0;2021
02283;0.0;2016
02284;0.0;2021
02284;0.0;2016
02286;0.0;2021
02286;0.0;2016
02287;0.0;2021
02287;6.0;2016
02288;0.0;2021
02288;0.0;2016
02289;0.0;2021
02289;0.0;2016
02290;70.0;2021
02290;31.0;2016
02291;0.0;2021
02291;0.0;2016
02292;9.0;2021
02292;37.0;2016
02293;0.0;2021
02293;0.0;2016
02294;0.0;2021
02294;0.0;2016
02295;9.0;2021
02295;16.0;2016
02296;0.0;2021
02296;0.0;2016
02297;0.0;2021
02297;0.0;2016
02298;8.0;2021
02298;22.0;2016
02299;0.0;2021
02299;0.0;2016
02302;0.0;2021
02302;0.0;2016
02303;45.0;2021
02303;99.0;2016
02304;128.0;2021
02304;117.0;2016
02305;84.0;2021
02305;95.0;2016
02306;0.0;2021
02306;8.0;2016
02307;31.0;2021
02307;63.0;2016
02308;0.0;2021
02308;0.0;2016
02309;0.0;2021
02309;7.0;2016
02310;0.0;2021
02310;0.0;2016
02311;0.0;2021
02311;0.0;2016
02312;7.0;2021
02312;0.0;2016
02313;0.0;2021
02313;0.0;2016
02315;0.0;2021
02315;13.0;2016
02316;0.0;2021
02316;0.0;2016
02317;0.0;2021
02317;0.0;2016
02318;0.0;2021
02318;18.0;2016
02319;0.0;2021
