ID_Commune,Annee,Population_Totale,Pct_Jeunes,Pct_Seniors,Pct_Sans_Activite,Pct_Etrangere,Taille_Commune
07051,2021,590,23.05,19.66,35.76,5.08,2
07051,2017,598,24.92,18.06,34.28,5.18,2
07052,2021,637,27.79,18.37,25.59,3.45,2
07052,2017,623,27.45,14.45,25.68,2.73,2
07053,2021,543,20.63,26.15,33.15,3.68,2
07053,2017,506,18.97,27.87,34.39,3.75,2
07054,2021,259,18.53,23.94,38.61,4.63,1
07054,2017,256,17.97,24.22,39.45,4.69,1
07055,2021,3139,26.41,18.99,34.92,3.28,3
07055,2017,2930,26.48,19.04,34.95,3.28,3
07056,2021,907,29.33,13.78,24.92,1.54,2
07056,2017,931,33.3,12.67,23.2,0.97,2
07058,2021,1006,17.59,28.53,48.21,5.57,2
07058,2017,1022,19.77,24.17,43.84,5.58,2
07059,2021,232,21.98,21.12,28.02,2.59,1
07059,2017,244,27.87,16.39,29.92,5.33,1
07060,2021,269,27.14,21.93,36.43,1.49,1
07060,2017,249,26.1,22.89,37.75,1.61,1
07061,2021,422,12.8,32.94,51.9,3.79,1
07061,2017,386,12.95,32.64,51.81,3.89,1
07062,2021,139,26.62,19.42,30.22,7.19,1
07062,2017,139,22.3,26.62,41.01,7.91,1
07063,2021,413,30.75,14.77,22.03,1.94,1
07063,2017,402,31.59,14.43,21.39,1.99,1
07064,2021,2825,16.25,34.3,50.51,1.56,3
07064,2017,2952,17.41,32.99,49.19,1.52,3
07065,2021,235,21.7,25.53,36.6,5.53,1
07065,2017,241,22.41,25.31,36.51,5.39,1
07066,2021,3020,22.22,22.68,39.3,3.18,3
07066,2017,3030,23.14,21.98,38.58,3.17,3
07067,2021,328,27.13,13.11,30.79,1.83,1
07067,2017,292,26.71,13.36,31.51,2.05,1
07068,2021,568,20.77,26.94,42.96,1.76,2
07068,2017,573,22.34,29.84,39.27,1.4,2
07069,2021,665,24.51,24.51,36.84,1.2,2
07069,2017,661,24.36,22.09,36.31,1.51,2
07070,2021,2353,23.2,21.76,34.89,2.51,3
07070,2017,2237,23.47,21.5,34.6,2.5,3
07071,2021,775,16.39,37.16,36.9,0.77,2
07071,2017,802,15.34,35.16,51.62,12.59,2
07072,2021,1658,22.5,26.12,38.48,2.11,2
07072,2017,1642,22.84,25.82,38.19,2.13,2
07073,2021,522,18.58,22.41,41.76,1.72,2
07073,2017,519,18.88,22.16,41.43,1.73,2
07074,2021,156,23.08,26.92,45.51,3.85,1
07074,2017,147,22.45,23.81,46.94,7.48,1
07075,2021,150,11.33,26.67,53.33,74.0,1
07075,2017,159,11.32,27.04,53.46,63.52,1
07076,2021,3009,26.69,19.21,34.53,6.15,3
07076,2017,3008,26.99,15.39,30.42,5.88,3
07077,2021,265,24.53,20.0,41.89,6.42,1
07077,2017,248,26.61,20.16,38.31,4.84,1
07078,2021,3158,18.84,34.45,49.24,4.37,3
07078,2017,3162,19.83,29.16,41.59,4.81,3
07079,2021,1151,18.68,26.06,39.7,3.56,2
07079,2017,1111,19.08,25.65,39.15,3.6,2
07080,2021,302,21.85,22.85,43.71,3.97,1
07080,2017,295,19.66,23.39,37.29,3.73,1
07081,2021,71,7.04,42.25,64.79,8.45,1
07081,2017,62,6.45,33.87,40.32,11.29,1
07082,2021,200,12.5,31.5,62.0,3.5,1
07082,2017,207,13.04,30.92,60.87,3.38,1
07083,2021,436,17.43,27.06,40.6,1.83,1
07083,2017,431,19.95,25.99,38.05,1.16,1
07084,2021,1038,27.36,18.98,32.47,2.02,2
07084,2017,1025,26.34,17.95,31.22,2.05,2
07085,2021,588,19.22,28.74,45.07,2.55,2
07085,2017,598,22.91,25.75,35.12,1.51,2
07086,2021,957,27.9,16.61,27.48,2.61,2
07086,2017,906,28.15,14.57,33.66,1.77,2
07087,2021,448,19.87,27.9,45.09,4.02,1
07087,2017,410,20.24,21.95,39.51,2.93,1
07088,2021,104,11.54,37.5,100.0,7.69,1
07088,2017,100,9.0,35.0,60.0,7.0,1
07089,2021,1814,24.86,15.49,27.56,2.98,2
07089,2017,1652,26.45,13.92,28.75,2.48,2
07090,2021,1243,23.41,20.6,40.23,3.62,2
07090,2017,1223,24.61,19.79,39.41,3.68,2
07091,2021,322,20.19,23.6,38.51,1.86,1
07091,2017,329,22.19,12.77,24.32,2.43,1
07092,2021,45,15.56,26.67,53.33,8.89,1
07092,2017,47,14.89,27.66,53.19,8.51,1
07093,2021,272,20.22,27.94,47.43,3.31,1
07093,2017,276,20.29,32.97,47.1,2.54,1
07094,2021,176,21.59,22.16,20.45,4.55,1
07094,2017,170,24.71,21.18,47.06,5.88,1
07095,2021,469,23.03,27.72,40.51,2.99,1
07095,2017,455,24.4,23.74,34.07,1.76,1
07096,2021,370,17.3,36.22,55.41,6.22,1
07096,2017,369,17.89,35.23,54.2,6.23,1
07097,2021,693,24.96,13.13,27.99,2.6,2
07097,2017,696,25.86,12.5,27.3,2.59,2
07098,2021,79,17.72,24.05,43.04,5.06,1
07098,2017,88,17.05,23.86,43.18,4.55,1
07099,2021,603,23.38,26.04,34.49,5.64,2
07099,2017,635,23.31,21.42,37.01,6.14,2
07100,2021,512,15.62,38.28,55.08,8.2,2
07100,2017,474,16.46,33.33,46.62,6.75,1
07101,2021,920,17.5,32.28,50.33,5.76,2
07101,2017,885,19.66,27.68,40.68,7.34,2
07102,2021,11203,18.43,30.39,40.76,4.5,4
07102,2017,10961,18.82,28.32,40.5,3.7,4
07103,2021,308,17.53,31.82,41.88,0.32,1
07103,2017,329,18.54,29.48,39.82,1.82,1
07104,2021,99,25.25,27.27,37.37,6.06,1
07104,2017,91,10.99,40.66,59.34,5.49,1
07105,2021,102,21.57,26.47,100.0,100.0,1
07105,2017,102,21.57,26.47,100.0,100.0,1
07106,2021,125,13.6,36.0,100.0,88.8,1
07106,2017,145,13.79,34.48,41.38,93.1,1
07107,2021,1259,17.79,33.84,43.69,2.94,2
07107,2017,1228,19.79,35.18,41.53,2.69,2
07108,2021,116,23.28,20.69,31.9,1.72,1
07108,2017,127,23.62,21.26,32.28,1.57,1
07109,2021,305,12.46,37.05,53.11,6.56,1
07109,2017,302,14.57,30.13,39.74,6.62,1
07110,2021,1745,17.99,33.12,45.85,7.39,2
07110,2017,1721,18.65,32.54,45.44,7.44,2
07111,2021,180,13.33,33.33,51.11,4.44,1
07111,2017,172,10.47,34.3,34.88,8.14,1
07112,2021,271,20.3,29.52,39.11,3.69,1
07112,2017,258,22.87,22.48,34.5,4.65,1
07113,2021,317,15.77,23.97,34.7,7.89,1
07113,2017,301,16.94,19.6,34.88,9.63,1
07114,2021,211,19.91,35.07,52.13,3.32,1
07114,2017,206,18.93,29.13,53.4,4.85,1
07115,2021,678,15.19,32.01,46.46,3.69,2
07115,2017,677,15.51,31.76,46.23,3.69,2
07116,2021,1365,19.19,32.09,48.13,4.69,2
07116,2017,1393,19.53,31.73,47.88,4.74,2
07117,2021,2234,19.87,31.15,37.74,4.25,3
07117,2017,2143,19.93,31.22,37.75,4.25,3
07118,2021,145,16.55,33.1,58.62,10.34,1
07118,2017,137,16.79,32.85,58.39,10.22,1
07119,2021,252,11.9,44.44,61.9,1.19,1
07119,2017,286,13.29,42.31,60.14,1.05,1
07120,2021,62,4.84,41.94,100.0,100.0,1
07120,2017,63,6.35,41.27,100.0,100.0,1
07121,2021,189,12.7,32.28,57.67,58.73,1
07121,2017,199,12.56,32.16,57.29,50.75,1
07122,2021,1770,24.52,20.56,34.29,4.01,2
07122,2017,1604,22.76,19.39,37.41,3.24,2
07123,2021,161,18.63,29.81,53.42,1.86,1
07123,2017,172,26.16,26.16,42.44,4.07,1
07124,2021,43,6.98,34.88,100.0,9.3,1
07124,2017,39,15.38,20.51,100.0,100.0,1
07126,2021,1195,21.84,23.43,29.29,5.52,2
07126,2017,1160,22.41,22.93,28.88,5.43,2
07127,2021,1143,22.22,29.05,49.61,2.71,2
07127,2017,1107,21.77,29.54,50.14,2.71,2
07128,2021,377,12.47,48.01,55.7,1.86,1
07128,2017,386,10.88,45.6,51.81,0.52,1
07129,2021,2342,13.41,36.38,50.0,3.8,3
07129,2017,2318,15.53,34.43,49.87,2.59,3
07130,2021,209,8.61,30.62,43.06,3.35,1
07130,2017,200,8.0,28.0,38.0,1.5,1
07131,2021,450,22.22,21.56,35.78,4.44,1
07131,2017,430,23.49,20.47,34.19,4.42,1
07132,2021,1561,20.05,29.21,51.38,11.34,2
07132,2017,1629,21.55,27.87,50.03,11.42,2
07133,2021,261,35.25,11.49,23.75,1.92,1
07133,2017,238,35.29,7.98,14.71,1.26,1
07134,2021,1034,21.37,28.92,43.91,7.16,2
07134,2017,995,21.71,28.64,43.72,7.14,2
07136,2021,106,9.43,43.4,49.06,100.0,1
07136,2017,107,7.48,41.12,37.38,1.87,1
07137,2021,42,4.76,47.62,76.19,100.0,1
07137,2017,57,5.26,47.37,78.95,100.0,1
07138,2021,2239,22.96,24.3,36.67,3.75,3
07138,2017,2122,24.22,22.29,34.59,3.16,3
07139,2021,101,11.88,38.61,53.47,100.0,1
07139,2017,109,11.01,35.78,80.73,7.34,1
07140,2021,798,24.19,18.67,29.82,2.26,2
07140,2017,785,26.62,14.78,31.08,2.17,2
07141,2021,235,23.4,15.74,14.89,2.98,1
07141,2017,231,26.84,18.61,42.86,3.9,1
07142,2021,311,18.65,25.08,40.84,1.61,1
07142,2017,320,20.31,23.44,39.06,1.56,1
07143,2021,801,24.59,20.72,36.95,4.74,2
07143,2017,758,22.69,21.5,29.68,2.9,2
07144,2021,47,14.89,34.04,34.04,100.0,1
07144,2017,41,17.07,29.27,100.0,100.0,1
07145,2021,1148,21.17,20.38,28.66,2.44,2
07145,2017,1159,23.81,18.03,34.77,3.54,2
07146,2021,593,19.56,25.13,38.11,4.05,2
07146,2017,601,20.63,24.29,37.27,4.16,2
07147,2021,246,13.82,22.76,37.8,11.38,1
07147,2017,244,14.34,22.13,36.89,11.07,1
07148,2021,145,12.41,31.03,65.52,8.28,1
07148,2017,145,14.48,27.59,62.07,4.83,1
07149,2021,275,7.64,59.64,100.0,3.64,1
07149,2017,296,10.14,55.41,100.0,3.72,1
07150,2021,546,15.02,31.87,50.18,2.2,2
07150,2017,572,15.91,26.22,44.76,1.92,2
07151,2021,251,19.92,25.9,39.84,2.79,1
07151,2017,264,27.27,22.35,35.98,1.14,1
07152,2021,1188,22.05,19.95,27.69,3.2,2
07152,2017,1177,23.19,19.12,27.02,3.14,2
07153,2021,262,10.69,44.27,60.69,2.29,1
07153,2017,262,10.69,44.27,60.69,2.29,1
07154,2021,123,11.38,34.15,36.59,2.44,1
07154,2017,122,13.93,25.41,28.69,82.79,1
07155,2021,1280,20.47,27.34,37.73,3.05,2
07155,2017,1210,20.33,26.78,42.73,2.48,2
07156,2021,925,19.35,26.38,37.3,3.57,2
07156,2017,938,20.47,25.37,36.25,3.62,2
07157,2021,1394,26.61,15.35,31.28,2.08,2
07157,2017,1319,26.91,15.16,31.08,2.12,2
07158,2021,97,10.31,29.9,40.21,7.22,1
07158,2017,95,10.53,30.53,41.05,7.37,1
07159,2021,767,26.47,16.17,26.08,2.35,2
07159,2017,654,25.84,16.67,26.45,2.45,2
07160,2021,61,11.48,26.23,100.0,4.92,1
07160,2017,61,8.2,29.51,40.98,1.64,1
07161,2021,741,22.4,29.69,46.42,3.64,2
07161,2017,797,22.58,29.36,45.92,3.64,2
07162,2021,573,20.24,24.43,41.54,5.06,2
07162,2017,572,22.73,23.25,41.43,4.02,2
07163,2021,85,20.0,20.0,100.0,2.35,1
07163,2017,82,19.51,24.39,24.39,2.44,1
07165,2021,547,18.28,24.86,39.49,4.75,2
07165,2017,550,21.45,21.82,34.91,4.0,2
07166,2021,242,16.94,29.75,43.39,4.13,1
07166,2017,258,20.54,26.36,38.76,6.2,1
07167,2021,1015,21.48,26.01,36.75,3.74,2
07167,2017,990,24.34,22.63,45.25,3.03,2
07168,2021,576,19.1,28.47,52.6,8.51,2
07168,2017,585,21.2,22.91,45.47,6.84,2
07169,2021,383,26.89,19.06,37.08,2.87,1
07169,2017,398,27.14,18.84,36.68,2.76,1
07170,2021,266,17.29,28.57,54.89,4.14,1
07170,2017,244,20.49,22.95,40.98,3.69,1
07171,2021,535,25.23,30.28,31.96,8.79,2
07171,2017,536,19.59,33.02,45.71,5.97,2
07172,2021,2320,24.53,18.71,37.5,2.24,3
07172,2017,2148,25.05,18.25,36.96,2.19,3
07173,2021,50,4.0,34.0,82.0,6.0,1
07173,2017,49,10.2,51.02,61.22,100.0,1
07174,2021,505,20.59,20.2,26.93,3.96,2
07174,2017,495,23.03,19.19,22.83,4.24,1
07175,2021,71,12.68,49.3,69.01,100.0,1
07175,2017,77,22.08,29.87,53.25,100.0,1
07176,2021,161,13.66,32.92,52.17,7.45,1
07176,2017,135,14.07,32.59,52.59,7.41,1
07177,2021,839,27.89,12.63,25.27,1.19,2
07177,2017,854,32.08,10.42,27.17,1.05,2
07178,2021,577,22.7,26.86,30.16,2.43,2
07178,2017,571,22.77,23.82,42.21,3.15,2
07179,2021,136,19.85,25.0,44.12,4.41,1
07179,2017,131,20.61,22.9,58.02,3.82,1
07181,2021,2888,23.37,23.72,37.05,11.77,3
07181,2017,2879,23.1,22.33,38.87,12.09,3
07182,2021,1174,20.27,25.04,36.2,2.21,2
07182,2017,1213,21.68,23.66,34.62,2.23,2
07183,2021,516,15.12,32.75,42.83,5.04,2
07183,2017,470,19.36,30.85,45.11,4.26,1
07184,2021,512,21.29,22.27,34.57,1.37,2
07184,2017,491,21.59,22.0,34.42,1.43,1
07185,2021,711,25.32,22.36,37.69,1.83,2
07185,2017,690,27.25,15.65,36.38,1.3,2
07186,2021,8541,21.53,25.42,46.34,10.01,3
07186,2017,8265,21.05,23.17,43.18,9.11,3
07187,2021,135,14.07,28.15,48.15,8.89,1
07187,2017,132,18.18,36.36,53.03,9.09,1
07188,2021,1729,25.22,22.04,35.57,1.33,2
07188,2017,1630,25.77,21.47,38.77,1.23,2
07189,2021,325,19.38,32.0,46.15,4.62,1
07189,2017,295,20.68,29.15,44.07,5.42,1
07190,2021,221,13.57,30.32,45.7,3.62,1
07190,2017,211,16.59,27.49,33.18,2.37,1
07191,2021,2264,24.65,21.29,34.98,3.14,3
07191,2017,2281,27.4,18.33,37.09,2.94,3
07192,2021,238,10.08,37.82,50.0,1.68,1
07192,2017,259,10.81,37.07,49.42,1.54,1
07193,2021,285,17.19,43.51,49.82,4.21,1
07193,2017,270,14.07,52.59,53.7,3.33,1
07194,2021,472,27.54,17.37,26.91,2.54,1
07194,2017,450,28.44,14.22,22.22,2.22,1
07195,2021,63,19.05,26.98,100.0,1.59,1
07195,2017,59,18.64,27.12,100.0,1.69,1
07196,2021,261,24.14,22.61,32.95,11.49,1
07196,2017,249,23.69,22.89,32.93,11.65,1
07197,2021,2704,19.56,27.66,41.35,2.14,3
07197,2017,2785,21.69,25.49,39.64,2.12,3
07198,2021,1136,24.91,19.72,32.31,3.35,2
07198,2017,1083,25.76,16.16,29.82,4.34,2
07199,2021,1296,19.83,28.16,43.75,5.02,2
07199,2017,1190,20.08,25.88,47.9,5.55,2
07200,2021,62,14.52,24.19,100.0,19.35,1
07200,2017,53,15.09,24.53,100.0,18.87,1
07201,2021,2284,13.44,39.01,50.7,4.95,3
07201,2017,2253,13.98,36.53,53.35,4.22,3
07202,2021,170,17.06,29.41,27.06,7.65,1
07202,2017,164,18.9,23.17,40.24,13.41,1
07203,2021,117,7.69,33.33,64.1,2.56,1
07203,2017,117,12.82,29.06,52.99,5.13,1
07204,2021,2325,16.99,30.58,46.32,4.09,3
07204,2017,2353,18.74,26.9,36.76,3.65,3
07205,2021,1408,24.57,19.96,29.12,1.28,2
07205,2017,1397,26.34,17.47,28.63,1.22,2
07206,2021,67,14.93,34.33,100.0,100.0,1
07206,2017,93,19.35,26.88,100.0,100.0,1
07207,2021,1087,17.02,30.82,43.51,4.78,2
07207,2017,1091,18.06,29.7,42.44,4.77,2
07208,2021,125,20.0,27.2,44.8,5.6,1
07208,2017,123,23.58,17.07,52.85,6.5,1
07209,2021,54,7.41,46.3,75.93,3.7,1
07209,2017,53,16.98,28.3,66.04,1.89,1
07210,2021,523,21.8,28.3,48.95,2.87,2
07210,2017,526,22.43,24.52,30.42,2.28,2
07211,2021,462,12.77,33.98,42.42,6.49,1
07211,2017,464,12.93,33.62,42.24,6.47,1
07212,2021,210,18.1,25.24,40.48,52.86,1
07212,2017,213,18.78,24.41,44.13,0.94,1
07213,2021,159,20.75,21.38,30.19,6.92,1
07213,2017,154,25.32,18.18,38.31,7.79,1
07214,2021,203,26.11,22.66,33.0,4.93,1
07214,2017,201,21.39,24.88,44.78,5.47,1
07215,2021,202,12.38,30.2,57.92,3.47,1
07215,2017,195,12.31,30.26,57.95,3.59,1
07216,2021,499,21.04,24.45,38.08,1.8,1
07216,2017,506,21.15,24.51,38.34,1.78,2
07217,2021,850,25.41,21.29,28.24,1.18,2
07217,2017,825,24.61,19.15,28.48,1.09,2
07218,2021,345,17.68,33.33,41.16,1.45,1
07218,2017,353,20.11,24.36,48.16,2.27,1
07219,2021,321,31.46,11.53,23.68,2.49,1
07219,2017,308,31.49,7.47,27.6,2.27,1
07220,2021,103,12.62,32.04,46.6,100.0,1
07220,2017,103,12.62,32.04,46.6,98.06,1
07221,2021,245,24.08,16.73,20.0,1.22,1
07221,2017,249,25.7,19.28,30.92,1.61,1
07222,2021,213,18.78,25.35,30.99,1.41,1
07222,2017,203,18.72,25.12,31.03,1.48,1
07223,2021,138,22.46,31.88,43.48,2.17,1
07223,2017,140,22.86,33.57,36.43,2.14,1
07224,2021,218,15.6,30.73,49.54,0.46,1
07224,2017,210,20.95,28.57,30.95,48.1,1
07225,2021,1236,20.06,22.73,31.39,2.02,2
07225,2017,1119,21.72,21.18,29.76,2.14,2
07226,2021,92,13.04,23.91,39.13,100.0,1
07226,2017,86,12.79,24.42,39.53,100.0,1
07227,2021,1426,25.18,17.32,31.42,2.45,2
07227,2017,1372,25.95,16.76,30.83,2.48,2
07228,2021,851,26.2,18.21,30.43,4.0,2
07228,2017,877,26.57,18.02,30.22,3.99,2
07229,2021,934,22.59,26.55,46.36,5.57,2
07229,2017,961,23.62,25.49,45.37,5.62,2
07230,2021,409,24.69,23.47,32.52,2.93,1
07230,2017,404,25.74,17.82,29.7,3.71,1
07231,2021,2868,22.56,26.57,39.4,5.79,3
07231,2017,2717,22.23,25.03,40.67,5.15,3
07232,2021,408,15.2,24.02,42.65,3.68,1
07232,2017,419,15.99,29.12,47.73,1.43,1
07233,2021,204,19.61,25.49,45.1,7.84,1
07233,2017,221,22.62,23.08,41.63,7.69,1
07234,2021,285,29.47,15.44,23.51,4.91,1
07234,2017,294,30.27,17.69,23.81,2.72,1
07235,2021,212,19.34,32.08,44.81,0.94,1
07235,2017,215,20.0,31.63,44.19,0.93,1
07236,2021,1119,18.05,36.1,53.62,1.88,2
07236,2017,1191,17.72,34.17,50.97,1.34,2
07237,2021,795,25.28,21.38,28.43,2.52,2
07237,2017,775,28.13,20.26,42.58,2.32,2
07238,2021,338,22.49,25.44,31.95,7.4,1
07238,2017,318,23.27,27.04,45.6,8.81,1
07239,2021,112,8.04,45.54,100.0,10.71,1
07239,2017,104,11.54,35.58,52.88,12.5,1
07240,2021,2412,24.63,21.48,34.16,2.82,3
07240,2017,2282,25.5,18.76,34.36,3.24,3
07241,2021,706,23.51,18.7,38.24,2.83,2
07241,2017,710,26.06,14.37,19.3,2.96,2
07242,2021,112,16.07,30.36,48.21,6.25,1
07242,2017,115,15.65,30.43,47.83,6.09,1
07243,2021,284,21.83,18.66,28.52,3.52,1
07243,2017,309,23.95,17.15,27.51,3.88,1
07244,2021,250,22.0,21.6,41.2,4.0,1
07244,2017,265,23.4,20.0,39.25,3.77,1
07245,2021,2511,19.71,28.43,41.46,3.03,3
07245,2017,2458,20.3,27.79,40.93,3.05,3
07247,2021,866,30.48,14.09,31.64,6.0,2
07247,2017,776,29.38,14.82,32.47,6.19,2
07248,2021,253,19.37,20.16,36.76,2.37,1
07248,2017,258,27.52,15.89,29.07,2.71,1
07249,2021,97,20.62,30.93,43.3,4.12,1
07249,2017,102,18.63,31.37,44.12,4.9,1
07250,2021,499,24.45,20.84,41.88,2.0,1
07250,2017,479,24.22,20.88,41.75,2.09,1
07251,2021,182,26.37,20.88,42.86,3.3,1
07251,2017,174,26.44,19.54,31.61,5.17,1
07253,2021,168,17.86,30.36,26.79,4.76,1
07253,2017,190,16.32,35.79,48.42,3.68,1
07254,2021,869,21.17,26.81,34.98,3.91,2
07254,2017,879,24.69,20.59,43.23,3.3,2
07255,2021,1440,25.14,17.85,30.76,1.67,2
07255,2017,1514,26.22,15.26,31.84,2.38,2
07257,2021,121,22.31,29.75,100.0,1.65,1
07257,2017,109,21.1,30.28,32.11,1.83,1
07258,2021,222,13.51,26.58,35.59,3.15,1
07258,2017,227,14.1,28.19,63.44,2.2,1
07259,2021,1646,23.21,22.48,32.99,5.47,2
07259,2017,1684,25.24,19.36,38.0,6.71,2
07260,2021,956,27.51,15.38,23.43,3.35,2
07260,2017,922,28.96,14.86,31.78,1.84,2
07261,2021,1607,23.96,21.16,35.97,3.92,2
07261,2017,1566,24.58,21.39,29.44,3.26,2
07262,2021,180,13.89,35.56,56.67,4.44,1
07262,2017,177,11.3,38.98,53.11,1.69,1
07263,2021,118,18.64,30.51,47.46,4.24,1
07263,2017,100,12.0,36.0,39.0,3.0,1
07264,2021,2368,19.76,27.28,43.45,3.34,3
07264,2017,2375,21.31,22.27,37.26,3.79,3
07265,2021,1381,25.42,21.14,35.77,1.96,2
07265,2017,1422,25.95,20.68,35.44,1.97,2
07266,2021,113,14.16,40.71,48.67,5.31,1
07266,2017,107,14.02,41.12,48.6,5.61,1
07267,2021,270,17.41,25.56,38.89,3.33,1
07267,2017,251,17.13,25.9,39.44,3.19,1
07268,2021,939,20.02,23.64,41.96,5.43,2
07268,2017,979,21.25,22.57,42.59,5.21,2
07269,2021,1092,14.01,36.81,48.53,1.92,2
07269,2017,1115,14.35,36.32,48.07,1.88,2
07270,2021,443,20.09,18.74,29.12,3.61,1
07270,2017,432,20.37,18.75,29.17,3.47,1
07272,2021,353,18.98,24.93,38.81,3.12,1
07272,2017,306,19.28,25.16,37.91,0.98,1
07273,2021,214,21.03,28.97,34.58,7.01,1
07273,2017,221,18.1,29.41,41.18,7.24,1
07274,2021,200,20.0,29.0,40.0,1.5,1
07274,2017,220,19.09,23.18,40.0,1.36,1
07275,2021,96,11.46,34.38,43.75,7.29,1
07275,2017,111,11.71,34.23,42.34,7.21,1
07276,2021,263,26.24,14.07,20.91,1.52,1
07276,2017,274,26.64,13.5,20.8,1.46,1
07277,2021,147,30.61,18.37,23.81,8.84,1
07277,2017,156,30.77,17.95,23.08,8.97,1
07278,2021,405,19.26,18.52,37.28,2.72,1
07278,2017,354,23.16,16.1,33.05,3.39,1
07279,2021,1942,26.06,18.8,33.99,3.35,2
07279,2017,1897,26.94,18.08,33.16,3.27,2
07280,2021,963,19.11,32.61,44.96,7.06,2
07280,2017,970,19.79,31.86,44.43,7.11,2
07281,2021,7588,23.35,24.74,37.27,3.35,3
07281,2017,7692,23.7,22.31,36.56,3.29,3
07282,2021,441,14.74,24.94,40.82,2.04,1
07282,2017,411,11.44,26.52,49.39,1.7,1
07283,2021,62,27.42,19.35,16.13,1.61,1
07283,2017,59,27.12,20.34,16.95,1.69,1
07284,2021,183,14.75,32.24,38.8,14.75,1
07284,2017,145,12.41,31.03,54.48,18.62,1
07285,2021,112,16.07,28.57,50.89,2.68,1
07285,2017,107,18.69,33.64,56.07,94.39,1
07286,2021,516,18.41,37.4,46.71,4.07,2
07286,2017,544,18.01,37.32,49.45,3.86,2
07287,2021,296,23.31,19.93,31.08,3.38,1
07287,2017,293,23.55,19.45,30.72,3.41,1
07288,2021,1329,23.7,20.99,35.74,3.24,2
07288,2017,1200,23.83,17.17,32.58,2.42,2
07289,2021,1667,19.8,30.71,44.21,4.38,2
07289,2017,1735,22.77,25.76,37.98,4.27,2
07290,2021,271,26.57,18.82,35.06,4.8,1
07290,2017,276,26.45,18.84,35.51,4.71,1
07291,2021,850,19.53,26.59,43.18,3.65,2
07291,2017,871,23.77,22.16,44.89,3.1,2
07292,2021,1195,27.2,18.24,25.1,2.09,2
07292,2017,1214,29.49,16.39,23.89,2.39,2
07293,2021,939,29.18,14.06,25.45,2.24,2
07293,2017,873,28.75,14.32,25.77,2.29,2
07294,2021,555,17.3,30.45,52.79,4.68,2
07294,2017,531,16.38,27.31,30.32,5.46,2
07295,2021,1105,18.82,32.76,47.15,3.98,2
07295,2017,1111,17.55,33.39,46.26,3.15,2
07296,2021,1812,21.85,25.11,37.42,4.86,2
07296,2017,1663,23.63,22.73,34.88,4.99,2
07297,2021,509,26.72,17.29,32.02,2.75,2
07297,2017,508,27.95,16.54,31.5,2.76,2
07298,2021,822,24.82,17.64,29.81,2.19,2
07298,2017,757,24.04,14.0,25.76,1.85,2
07299,2021,118,11.02,36.44,42.37,7.63,1
07299,2017,120,18.33,26.67,54.17,6.67,1
07300,2021,470,22.55,22.55,28.94,1.49,1
07300,2017,445,23.37,19.33,48.31,2.25,1
07301,2021,953,19.41,26.34,42.6,3.25,2
07301,2017,949,21.18,26.03,36.35,1.48,2
07302,2021,830,23.61,21.2,41.2,3.25,2
07302,2017,837,26.88,14.22,33.45,2.63,2
07303,2021,270,25.19,25.56,27.78,5.19,1
07303,2017,225,20.89,24.0,29.78,6.22,1
07304,2021,722,19.67,26.45,42.52,4.16,2
07304,2017,682,17.6,27.13,39.59,4.84,2
07305,2021,395,17.22,32.41,43.04,5.57,1
07305,2017,366,18.31,30.33,42.62,6.28,1
07306,2021,245,17.55,27.76,41.63,8.57,1
07306,2017,228,17.98,27.19,41.23,8.77,1
07307,2021,452,20.13,24.56,39.16,5.97,1
07307,2017,446,19.73,24.66,39.46,6.05,1
07308,2021,2233,23.42,23.2,36.86,3.05,3
07308,2017,2199,24.78,19.55,34.88,3.5,3
07309,2021,1500,19.33,31.0,44.73,1.8,2
07309,2017,1546,19.53,30.66,44.44,1.81,2
07310,2021,897,24.08,18.39,26.42,1.34,2
07310,2017,900,26.67,13.56,30.0,1.44,2
07311,2021,152,23.03,25.0,48.03,1.97,1
07311,2017,144,22.92,25.0,48.61,2.08,1
07312,2021,524,27.48,13.74,24.05,3.24,2
07312,2017,554,30.87,13.9,24.73,1.99,2
07313,2021,1096,16.61,32.85,44.16,4.47,2
07313,2017,1146,18.32,31.33,43.19,4.45,2
07314,2021,391,21.99,23.02,37.6,3.58,1
07314,2017,368,20.65,22.01,33.97,2.45,1
07315,2021,380,20.0,32.37,44.47,2.37,1
07315,2017,370,19.46,31.62,54.32,2.97,1
07316,2021,2295,22.48,20.44,35.82,3.18,3
07316,2017,2238,23.32,16.93,29.76,2.64,3
07317,2021,1121,28.37,14.63,28.1,1.07,2
07317,2017,1067,28.87,14.34,27.74,1.12,2
07318,2021,202,20.79,28.71,33.17,4.95,1
07318,2017,192,20.83,28.65,33.33,5.21,1
07319,2021,8901,25.84,21.04,39.25,11.59,3
07319,2017,8677,25.82,21.14,39.18,11.58,3
07321,2021,289,28.03,14.53,17.65,3.11,1
07321,2017,233,25.32,15.88,32.19,3.0,1
07322,2021,1211,15.19,37.9,51.78,3.72,2
07322,2017,1203,16.54,35.0,46.97,3.08,2
07323,2021,1714,24.1,16.39,25.32,2.8,2
07323,2017,1700,25.53,15.65,30.88,2.29,2
07324,2021,11191,24.7,23.31,36.17,8.76,4
07324,2017,10308,23.85,23.43,37.9,7.98,4
07325,2021,2044,18.98,30.77,42.95,3.67,3
07325,2017,2043,20.36,27.95,43.56,4.16,3
