ID Commune;Année;Population Active;Chômeurs;Emplois;% Chômage
01001;2022;417.591741457043;27.1665759093211;390.42516554772186;0.07
01002;2022;130.2251186101;2.14768904740552;128.07742956269448;0.02
01004;2022;7118.70900322168;969.687159377275;6149.021843844405;0.14
01005;2022;987.970116130784;62.2094464439419;925.7606696868421;0.06
01006;2022;50.5526315789474;4.95614035087719;45.59649122807021;0.1
01007;2022;1397.34217144997;105.96021974574;1291.38195170423;0.08
01008;2022;428.452913989803;27.2961797759071;401.1567342138959;0.06
01009;2022;139.351903619587;14.684822628457;124.66708099113;0.11
01010;2022;540.885486965091;40.0776993545807;500.8077876105103;0.07
01011;2022;182.975780279365;11.0384887191392;171.93729156022582;0.06
01012;2022;154.212949734303;11.5594857059601;142.6534640283429;0.07
01013;2022;68.4565217391304;6.1304347826087;62.32608695652169;0.09
01014;2022;1548.1147500311;165.428527729899;1382.6862223012008;0.11
01015;2022;307.373835334597;39.112493751357;268.26134158324;0.13
01016;2022;217.223773268356;16.0362465234913;201.18752674486473;0.07
01017;2022;180.839147813528;18.9928055910317;161.8463422224963;0.11
01019;2022;13.0;4.0;9.0;0.31
01021;2022;725.208590288395;46.6339120393556;678.5746782490395;0.06
01022;2022;522.059405269278;58.3116257366971;463.7477795325809;0.11
01023;2022;37.4868421052632;5.06578947368421;32.42105263157899;0.14
01024;2022;1688.82096995754;117.590063557476;1571.230906400064;0.07
01025;2022;2030.95949420682;144.947011419628;1886.0124827871919;0.07
01026;2022;463.30078057196;40.3847666941487;422.9160138778113;0.09
01027;2022;1695.86652277168;87.5172564201032;1608.3492663515767;0.05
01028;2022;293.174290916889;11.8602455764922;281.3140453403968;0.04
01029;2022;352.140305204599;27.7257397830893;324.4145654215097;0.08
01030;2022;432.589470251506;35.1537248882302;397.43574536327577;0.08
01031;2022;1565.70961168871;221.269420427364;1344.4401912613462;0.14
01032;2022;1639.60085974178;140.471588647355;1499.129271094425;0.09
01033;2022;8050.90907628296;1218.41070056103;6832.498375721931;0.15
01034;2022;3905.94120350634;466.855582684797;3439.085620821543;0.12
01035;2022;156.107063566944;6.9754348736321;149.13162869331188;0.04
01036;2022;577.610548948022;37.8398538327277;539.7706951152943;0.07
01037;2022;149.759308693652;12.9141957375635;136.8451129560885;0.09
01038;2022;373.734249368077;17.8569488537441;355.8773005143329;0.05
01040;2022;251.776022580774;14.0955500330353;237.6804725477387;0.06
01041;2022;390.355701640367;35.2954501825836;355.0602514577834;0.09
01042;2022;151.539449931093;7.14297219733719;144.3964777337558;0.05
01043;2022;2379.70939093015;159.791645950329;2219.9177449798212;0.07
01044;2022;327.929749164703;43.6729215053096;284.2568276593934;0.13
01045;2022;141.575528482565;9.10010998332408;132.47541849924093;0.06
01046;2022;474.461690016773;18.0935451541425;456.3681448626305;0.04
01047;2022;730.278294514546;52.9919929551413;677.2863015594047;0.07
01049;2022;1642.80302782144;136.026220353634;1506.776807467806;0.08
01050;2022;189.616390918302;10.0809644635759;179.5354264547261;0.05
01051;2022;40.5825242718447;4.61165048543689;35.97087378640781;0.11
01052;2022;146.135262148483;4.00854396545233;142.12671818303068;0.03
01053;2022;17650.8103218658;2780.39860161131;14870.41172025449;0.16
