ID Commune,annee,nb_faits,population
01302,2021,0.0,168
01303,2021,57.0,1729
01304,2021,125.0,2871
01305,2021,83.0,2189
01306,2021,34.0,1629
01307,2021,0.0,843
01308,2021,0.0,796
01309,2021,0.0,81
01310,2021,0.0,247
01311,2021,0.0,44
01313,2021,219.0,9063
01314,2021,24.0,1764
01317,2021,0.0,331
01318,2021,0.0,741
01319,2021,0.0,467
01320,2021,55.0,3899
01321,2021,0.0,896
01322,2021,132.0,5098
01323,2021,0.0,1010
01325,2021,0.0,1098
01328,2021,0.0,617
01329,2021,0.0,160
01330,2021,0.0,177
01331,2021,0.0,192
01332,2021,0.0,809
01333,2021,77.0,3368
01334,2021,0.0,675
01335,2021,0.0,418
01336,2021,0.0,1211
01337,2021,0.0,1343
01338,2021,11.0,1238
01339,2021,14.0,1497
01342,2021,0.0,547
01343,2021,11.0,1844
01344,2021,109.0,6063
01345,2021,27.0,2240
01346,2021,0.0,850
01347,2021,13.0,2141
01348,2021,33.0,3052
01349,2021,0.0,524
01350,2021,17.0,2553
01351,2021,11.0,1613
01352,2021,0.0,581
01353,2021,18.0,1730
01354,2021,462.0,14558
01355,2021,0.0,486
01356,2021,0.0,199
01357,2021,0.0,505
01358,2021,0.0,425
01359,2021,0.0,257
01360,2021,12.0,1988
01361,2021,13.0,1826
01362,2021,0.0,829
01363,2021,14.0,1786
01364,2021,0.0,767
01365,2021,0.0,1159
01366,2021,0.0,1090
01367,2021,0.0,707
01368,2021,0.0,848
01369,2021,0.0,954
01370,2021,80.0,1659
01371,2021,5.0,1261
01372,2021,0.0,436
01373,2021,0.0,1033
01374,2021,7.0,1899
01375,2021,0.0,781
01376,2021,150.0,4155
01378,2021,47.0,2748
01379,2021,0.0,756
01380,2021,0.0,598
01381,2021,0.0,922
01382,2021,0.0,331
01383,2021,8.0,1641
01384,2021,58.0,2173
01385,2021,0.0,943
01386,2021,0.0,1125
01387,2021,0.0,260
01388,2021,0.0,1119
01389,2021,6.0,1857
01390,2021,35.0,1234
01391,2021,0.0,284
01392,2021,0.0,660
01393,2021,0.0,567
01396,2021,9.0,997
01397,2021,11.0,992
01398,2021,0.0,1449
01399,2021,44.0,2412
01400,2021,0.0,137
01401,2021,36.0,2218
01402,2021,0.0,648
01403,2021,12.0,1312
01404,2021,0.0,134
01405,2021,15.0,1270
01406,2021,0.0,175
01407,2021,15.0,1001
01408,2021,0.0,656
01410,2021,0.0,292
01411,2021,0.0,267
01412,2021,0.0,608
01415,2021,0.0,519
01416,2021,0.0,1013
01418,2021,13.0,1156
01419,2021,217.0,6136
01420,2021,22.0,1655
01421,2021,0.0,744
01422,2021,14.0,1352
01423,2021,0.0,1198
01424,2021,31.0,1843
01425,2021,0.0,286
01426,2021,36.0,2500
01427,2021,239.0,6947
01428,2021,0.0,131
01429,2021,0.0,717
01430,2021,0.0,654
01431,2021,5.0,1234
01432,2021,0.0,339
01433,2021,0.0,301
01434,2021,0.0,494
01435,2021,27.0,2137
01436,2021,0.0,502
01437,2021,0.0,219
01439,2021,0.0,98
01441,2021,0.0,735
01443,2021,164.0,4954
01444,2021,12.0,1197
01445,2021,0.0,617
01446,2021,0.0,1569
01447,2021,0.0,1353
01448,2021,0.0,400
01449,2021,0.0,762
01450,2021,58.0,3793
01451,2021,242.0,6808
01452,2021,0.0,1118
01453,2021,0.0,713
01454,2021,0.0,1127
01456,2021,0.0,71
01457,2021,34.0,3216
02001,2021,5.0,507
02002,2021,0.0,594
02003,2021,0.0,1016
02004,2021,0.0,186
02005,2021,0.0,393
02006,2021,0.0,259
02007,2021,0.0,120
02008,2021,0.0,303
02009,2021,5.0,527
02010,2021,0.0,169
02011,2021,0.0,1181
02012,2021,0.0,78
02013,2021,0.0,387
02014,2021,0.0,716
02015,2021,0.0,76
02016,2021,0.0,212
02017,2021,0.0,295
02018,2021,50.0,2549
02019,2021,0.0,355
02020,2021,0.0,455
02021,2021,0.0,79
02022,2021,0.0,399
02023,2021,0.0,99
02024,2021,0.0,47
02025,2021,0.0,365
02027,2021,0.0,206
02028,2021,32.0,2601
02029,2021,0.0,348
02030,2021,0.0,248
02031,2021,0.0,660
02032,2021,0.0,247
02033,2021,0.0,101
02034,2021,0.0,116
02035,2021,0.0,281
02036,2021,0.0,70
02037,2021,5.0,1369
02038,2021,0.0,62
02039,2021,0.0,175
02040,2021,0.0,176
02041,2021,0.0,805
02042,2021,0.0,375
02043,2021,0.0,63
02044,2021,0.0,25
02046,2021,0.0,557
02047,2021,0.0,108
02048,2021,0.0,130
02049,2021,0.0,739
02050,2021,0.0,319
02051,2021,0.0,392
02052,2021,0.0,129
02053,2021,0.0,581
02054,2021,0.0,524
02055,2021,0.0,86
02056,2021,0.0,176
02057,2021,23.0,1368
02058,2021,0.0,832
02059,2021,53.0,2672
02060,2021,0.0,252
02061,2021,0.0,258
02062,2021,0.0,134
02063,2021,0.0,380
02064,2021,65.0,3693
02065,2021,0.0,574
02066,2021,0.0,191
02067,2021,0.0,208
02068,2021,0.0,83
02069,2021,0.0,105
02070,2021,0.0,438
02071,2021,0.0,641
02072,2021,0.0,180
02073,2021,0.0,703
02074,2021,0.0,587
02075,2021,0.0,193
02076,2021,0.0,149
02078,2021,0.0,167
02079,2021,0.0,142
02080,2021,0.0,322
02081,2021,0.0,428
02082,2021,0.0,113
02083,2021,0.0,746
02084,2021,0.0,252
02085,2021,0.0,991
02086,2021,0.0,996
02087,2021,0.0,34
02088,2021,0.0,84
02089,2021,7.0,1151
02090,2021,0.0,199
02091,2021,0.0,92
02093,2021,17.0,1261
02094,2021,0.0,471
02095,2021,195.0,5721
02096,2021,0.0,191
02097,2021,0.0,265
02098,2021,0.0,377
02099,2021,0.0,211
02100,2021,0.0,139
02101,2021,0.0,178
02102,2021,0.0,186
02103,2021,16.0,1324
02104,2021,0.0,96
02105,2021,0.0,190
02106,2021,0.0,810
02107,2021,0.0,104
02108,2021,0.0,152
02109,2021,0.0,472
02110,2021,42.0,2237
02111,2021,0.0,718
02112,2021,0.0,556
02114,2021,10.0,1635
02115,2021,0.0,183
02116,2021,0.0,138
02117,2021,0.0,67
02118,2021,0.0,130
02119,2021,0.0,319
02120,2021,0.0,195
02121,2021,0.0,228
02122,2021,0.0,55
02123,2021,0.0,298
02124,2021,0.0,653
02125,2021,0.0,181
02126,2021,0.0,453
02127,2021,0.0,191
02128,2021,5.0,1432
02129,2021,0.0,19
02130,2021,0.0,200
02131,2021,19.0,1882
02132,2021,0.0,189
02133,2021,0.0,401
02134,2021,0.0,849
02135,2021,9.0,1136
02136,2021,0.0,124
02137,2021,0.0,141
02138,2021,0.0,192
02139,2021,0.0,453
02140,2021,0.0,447
02141,2021,51.0,1769
02142,2021,0.0,249
02143,2021,0.0,185
02144,2021,0.0,142
02145,2021,0.0,546
02146,2021,0.0,99
02148,2021,0.0,255
02149,2021,0.0,59
02150,2021,0.0,62
02151,2021,0.0,115
02152,2021,0.0,87
02153,2021,0.0,785
02154,2021,0.0,367
02155,2021,0.0,187
02156,2021,0.0,250
02157,2021,33.0,832
02158,2021,9.0,270
02159,2021,0.0,304
02160,2021,0.0,512
02162,2021,0.0,298
02163,2021,59.0,2581
02164,2021,0.0,326
02165,2021,10.0,1624
02166,2021,0.0,358
02167,2021,0.0,886
02168,2021,1070.0,15204
02169,2021,0.0,84
02170,2021,0.0,124
02171,2021,0.0,90
02172,2021,0.0,251
02173,2021,717.0,11496
02174,2021,0.0,841
02175,2021,0.0,165
02176,2021,0.0,207
02177,2021,0.0,144
02178,2021,0.0,115
02179,2021,0.0,379
02180,2021,0.0,736
02181,2021,0.0,91
02182,2021,0.0,121
02183,2021,0.0,185
02184,2021,0.0,340
02185,2021,0.0,380
02186,2021,9.0,1322
02187,2021,0.0,1157
02188,2021,0.0,143
02189,2021,0.0,349
02190,2021,0.0,527
02191,2021,0.0,500
02192,2021,0.0,375
02193,2021,0.0,66
02194,2021,0.0,177
02195,2021,0.0,896
02196,2021,0.0,300
02197,2021,0.0,525
02198,2021,0.0,233
02199,2021,0.0,593
02200,2021,0.0,101
02201,2021,0.0,458
02203,2021,7.0,1253
02204,2021,0.0,63
02205,2021,0.0,213
02206,2021,0.0,73
02207,2021,0.0,218
02208,2021,0.0,260
02209,2021,0.0,675
02210,2021,0.0,358
02211,2021,0.0,327
02212,2021,0.0,692
02213,2021,0.0,330
02214,2021,0.0,61
02215,2021,0.0,846
02216,2021,0.0,304
02217,2021,10.0,987
02218,2021,0.0,646
02219,2021,0.0,195
02220,2021,0.0,442
02221,2021,0.0,156
02222,2021,0.0,37
02223,2021,0.0,302
02224,2021,0.0,344
02225,2021,0.0,83
02226,2021,16.0,1854
02227,2021,0.0,121
02228,2021,0.0,349
02229,2021,0.0,75
02230,2021,0.0,180
02231,2021,0.0,936
02232,2021,0.0,365
02233,2021,0.0,139
02234,2021,0.0,83
02235,2021,0.0,114
02236,2021,0.0,326
02237,2021,0.0,1503
02238,2021,22.0,1803
02239,2021,5.0,1220
02240,2021,0.0,192
02241,2021,0.0,90
02242,2021,0.0,624
02243,2021,63.0,2999
02244,2021,0.0,64
02245,2021,32.0,1787
02246,2021,0.0,603
02248,2021,0.0,155
02249,2021,0.0,101
02250,2021,0.0,76
02251,2021,0.0,26
02252,2021,0.0,71
02253,2021,0.0,355
02254,2021,0.0,127
02255,2021,0.0,157
02256,2021,0.0,128
02257,2021,0.0,438
02258,2021,0.0,372
02259,2021,0.0,386
02260,2021,0.0,639
02261,2021,0.0,388
02262,2021,0.0,207
02263,2021,0.0,113
02264,2021,9.0,726
02265,2021,0.0,88
02266,2021,0.0,40
02267,2021,0.0,301
02268,2021,0.0,625
02269,2021,0.0,152
02270,2021,0.0,165
02271,2021,0.0,130
02272,2021,0.0,76
02273,2021,0.0,196
02274,2021,0.0,183
02275,2021,0.0,316
02276,2021,0.0,117
02277,2021,0.0,341
02278,2021,0.0,32
02279,2021,0.0,544
02280,2021,0.0,410
02281,2021,0.0,249
02282,2021,0.0,432
02283,2021,0.0,284
02284,2021,0.0,102
02286,2021,0.0,855
02287,2021,0.0,1054
02288,2021,0.0,347
02289,2021,0.0,411
02290,2021,70.0,2719
02291,2021,0.0,409
02292,2021,9.0,1335
02293,2021,0.0,548
02294,2021,0.0,207
02295,2021,9.0,848
02296,2021,0.0,1182
02297,2021,0.0,125
02298,2021,8.0,1457
02299,2021,0.0,529
02302,2021,0.0,340
02303,2021,45.0,698
02304,2021,128.0,2850
02305,2021,84.0,2925
02306,2021,0.0,514
02307,2021,31.0,2047
02308,2021,0.0,503
02309,2021,0.0,695
02310,2021,0.0,249
02311,2021,0.0,119
02312,2021,7.0,1093
02313,2021,0.0,440
02315,2021,0.0,1661
02316,2021,0.0,125
02317,2021,0.0,205
02318,2021,0.0,1370
02319,2021,0.0,503
02320,2021,0.0,229
02321,2021,0.0,876
02322,2021,0.0,381
02323,2021,0.0,136
02324,2021,0.0,297
02326,2021,0.0,464
02327,2021,0.0,161
02328,2021,0.0,513
02329,2021,0.0,424
02330,2021,0.0,562
02331,2021,0.0,108
02332,2021,0.0,274
02333,2021,0.0,161
02334,2021,39.0,2934
02335,2021,0.0,175
02336,2021,0.0,981
02337,2021,0.0,185
02338,2021,0.0,248
02339,2021,0.0,699
02340,2021,180.0,5204
02341,2021,0.0,257
02342,2021,0.0,131
02343,2021,0.0,83
02345,2021,0.0,38
02346,2021,0.0,644
02347,2021,0.0,432
02349,2021,0.0,59
02350,2021,0.0,139
02351,2021,0.0,113
02352,2021,0.0,567
02353,2021,0.0,275
02354,2021,0.0,79
02355,2021,0.0,998
02356,2021,0.0,233
02357,2021,0.0,66
02358,2021,0.0,315
02359,2021,0.0,1259
02360,2021,30.0,2784
02361,2021,168.0,4533
02362,2021,0.0,239
02363,2021,0.0,368
02364,2021,0.0,250
02366,2021,0.0,327
02367,2021,0.0,161
02368,2021,0.0,560
02369,2021,0.0,243
02370,2021,0.0,571
02371,2021,23.0,1557
02372,2021,0.0,339
02373,2021,0.0,189
02374,2021,0.0,843
02375,2021,0.0,161
02376,2021,0.0,179
02377,2021,0.0,132
02378,2021,0.0,123
02379,2021,0.0,195
02380,2021,0.0,27
02381,2021,526.0,8662
02382,2021,0.0,1356
02383,2021,11.0,1433
02384,2021,0.0,58
02385,2021,0.0,167
02386,2021,0.0,221
02387,2021,0.0,999
02388,2021,0.0,220
02389,2021,0.0,665
02390,2021,0.0,255
02391,2021,0.0,218
02392,2021,0.0,319
02393,2021,0.0,138
02395,2021,0.0,132
02396,2021,0.0,63
02397,2021,0.0,1219
02398,2021,0.0,280
02399,2021,0.0,611
02400,2021,0.0,152
02401,2021,0.0,187
02402,2021,0.0,37
02403,2021,0.0,255
02404,2021,0.0,175
02405,2021,0.0,524
02406,2021,0.0,130
02407,2021,0.0,210
02408,2021,1791.0,24021
02409,2021,0.0,277
02410,2021,0.0,241
02411,2021,0.0,199
02412,2021,0.0,99
02413,2021,0.0,244
02414,2021,0.0,200
02415,2021,0.0,157
02416,2021,0.0,415
02417,2021,0.0,123
02418,2021,0.0,224
02419,2021,0.0,268
02420,2021,0.0,827
02421,2021,0.0,91
02422,2021,7.0,797
02423,2021,0.0,436
02424,2021,0.0,102
02425,2021,0.0,180
02426,2021,0.0,541
02427,2021,0.0,139
02428,2021,0.0,74
02429,2021,0.0,124
02430,2021,18.0,1268
02431,2021,0.0,381
02432,2021,0.0,191
02433,2021,0.0,221
02435,2021,0.0,83
02438,2021,0.0,242
02439,2021,0.0,1215
02440,2021,0.0,137
02441,2021,0.0,176
02442,2021,0.0,89
02443,2021,0.0,209
02444,2021,0.0,127
02445,2021,0.0,272
02446,2021,0.0,118
02447,2021,0.0,140
02448,2021,0.0,113
02449,2021,0.0,63
02450,2021,0.0,358
02451,2021,0.0,122
02452,2021,0.0,234
02453,2021,0.0,403
02454,2021,0.0,404
02455,2021,0.0,189
02456,2021,0.0,300
02457,2021,0.0,392
02458,2021,0.0,823
02459,2021,0.0,155
02460,2021,0.0,205
02461,2021,0.0,356
02462,2021,0.0,226
02463,2021,0.0,84
02464,2021,0.0,362
02465,2021,0.0,528
02466,2021,0.0,129
02467,2021,0.0,49
02468,2021,26.0,2221
02469,2021,8.0,488
02470,2021,0.0,432
02471,2021,0.0,134
02472,2021,0.0,399
02473,2021,0.0,220
02474,2021,0.0,394
02476,2021,0.0,671
02477,2021,12.0,954
02478,2021,0.0,257
02480,2021,0.0,318
02481,2021,0.0,465
02482,2021,0.0,55
02483,2021,0.0,510
02484,2021,0.0,543
02485,2021,0.0,97
02486,2021,0.0,106
02487,2021,0.0,619
02488,2021,0.0,159
02489,2021,0.0,349
02490,2021,0.0,123
02491,2021,0.0,321
02492,2021,0.0,439
02493,2021,0.0,221
02494,2021,0.0,128
02495,2021,0.0,1038
02496,2021,0.0,96
02497,2021,0.0,1149
02498,2021,0.0,764
02499,2021,0.0,41
02500,2021,8.0,810
02501,2021,0.0,85
02502,2021,16.0,1257
02503,2021,0.0,826
02504,2021,7.0,1614
02505,2021,0.0,208
02506,2021,0.0,200
02507,2021,0.0,30
02508,2021,0.0,151
02509,2021,0.0,155
02510,2021,0.0,142
02511,2021,0.0,310
02512,2021,0.0,268
02513,2021,0.0,135
02514,2021,0.0,695
02515,2021,0.0,52
02516,2021,0.0,70
02517,2021,0.0,292
02518,2021,0.0,300
02519,2021,0.0,190
02520,2021,0.0,733
02521,2021,0.0,1351
02522,2021,0.0,83
02523,2021,0.0,71
02524,2021,0.0,691
02525,2021,5.0,556
02526,2021,0.0,104
02527,2021,0.0,466
02528,2021,0.0,221
02529,2021,0.0,182
02530,2021,0.0,77
02531,2021,0.0,132
02532,2021,0.0,979
02533,2021,0.0,106
02534,2021,0.0,45
02535,2021,0.0,113
02536,2021,0.0,98
02537,2021,0.0,207
02538,2021,0.0,77
02539,2021,0.0,686
02540,2021,9.0,1206
02541,2021,0.0,421
02542,2021,0.0,80
02543,2021,19.0,2018
02544,2021,0.0,610
02545,2021,0.0,187
02546,2021,0.0,186
02547,2021,0.0,64
02548,2021,0.0,386
02549,2021,0.0,859
02550,2021,0.0,120
02551,2021,0.0,112
02552,2021,0.0,191
02553,2021,0.0,240
02554,2021,0.0,1108
02555,2021,68.0,2098
02556,2021,0.0,73
02557,2021,0.0,128
02558,2021,77.0,2505
02559,2021,0.0,503
02560,2021,0.0,243
02561,2021,0.0,145
02562,2021,0.0,201
02563,2021,0.0,153
02564,2021,0.0,855
02565,2021,0.0,294
02566,2021,0.0,1108
02567,2021,0.0,272
02568,2021,0.0,168
02569,2021,0.0,481
02570,2021,0.0,173
02571,2021,0.0,704
02572,2021,0.0,501
02573,2021,0.0,55
02574,2021,10.0,1382
02575,2021,17.0,1638
02576,2021,0.0,325
02577,2021,0.0,91
02578,2021,0.0,84
02579,2021,0.0,124
02580,2021,0.0,814
02581,2021,0.0,317
02582,2021,0.0,78
02583,2021,0.0,53
02584,2021,0.0,116
02585,2021,0.0,251
02586,2021,0.0,139
02587,2021,0.0,352
02588,2021,0.0,66
02589,2021,0.0,255
02590,2021,0.0,171
02591,2021,0.0,138
02592,2021,0.0,192
02593,2021,0.0,1063
02594,2021,0.0,126
02595,2021,0.0,138
02596,2021,0.0,756
02598,2021,0.0,681
02599,2021,0.0,251
02600,2021,0.0,330
02601,2021,0.0,182
02602,2021,16.0,1655
02604,2021,0.0,80
02605,2021,0.0,191
02606,2021,0.0,77
02607,2021,0.0,91
02608,2021,0.0,461
02609,2021,0.0,22
02610,2021,0.0,750
02612,2021,0.0,121
02613,2021,0.0,602
02614,2021,0.0,276
02615,2021,0.0,355
02616,2021,0.0,194
02617,2021,0.0,501
02618,2021,0.0,688
02619,2021,6.0,617
02620,2021,0.0,334
02621,2021,0.0,393
02622,2021,0.0,56
02623,2021,0.0,95
02624,2021,0.0,273
02625,2021,0.0,143
02626,2021,0.0,337
02627,2021,0.0,130
02628,2021,0.0,215
02629,2021,0.0,323
02631,2021,0.0,409
02632,2021,0.0,55
02633,2021,0.0,61
02634,2021,0.0,89
02635,2021,0.0,147
02636,2021,0.0,198
02637,2021,0.0,290
02638,2021,0.0,239
02639,2021,0.0,344
02640,2021,0.0,153
02641,2021,0.0,119
02642,2021,0.0,163
02643,2021,0.0,784
02644,2021,0.0,335
02645,2021,0.0,200
02647,2021,0.0,68
02648,2021,16.0,1904
02649,2021,0.0,311
02650,2021,0.0,362
02651,2021,0.0,100
02652,2021,0.0,101
02653,2021,0.0,482
02654,2021,0.0,83
02655,2021,0.0,149
02656,2021,0.0,384
02657,2021,0.0,218
02658,2021,0.0,238
02659,2021,0.0,506
02660,2021,0.0,39
02661,2021,0.0,236
02662,2021,0.0,330
02663,2021,0.0,230
02664,2021,0.0,121
02665,2021,0.0,299
02666,2021,7.0,949
02667,2021,0.0,197
02668,2021,5.0,978
02670,2021,0.0,148
02671,2021,0.0,280
02672,2021,0.0,247
02673,2021,0.0,442
02674,2021,0.0,49
02675,2021,0.0,134
02676,2021,13.0,1705
02677,2021,0.0,236
02678,2021,0.0,67
02679,2021,0.0,152
02680,2021,66.0,2315
02681,2021,0.0,282
02682,2021,0.0,115
02683,2021,0.0,111
02684,2021,106.0,3252
02685,2021,0.0,123
02686,2021,0.0,366
02687,2021,0.0,336
02688,2021,0.0,43
02689,2021,0.0,40
02690,2021,0.0,72
02691,2021,3163.0,52958
02693,2021,0.0,224
02694,2021,0.0,612
02696,2021,0.0,72
02697,2021,0.0,381
02698,2021,0.0,100
02699,2021,0.0,273
02701,2021,0.0,697
02702,2021,0.0,609
02703,2021,0.0,1084
02704,2021,0.0,220
02705,2021,0.0,202
02706,2021,0.0,567
02707,2021,0.0,179
02708,2021,0.0,213
02709,2021,0.0,400
02710,2021,0.0,723
02711,2021,0.0,279
02712,2021,0.0,139
02713,2021,0.0,264
02714,2021,0.0,354
02715,2021,0.0,42
02716,2021,0.0,290
02717,2021,0.0,601
02718,2021,0.0,116
02719,2021,14.0,2000
02720,2021,24.0,2063
02721,2021,0.0,474
02722,2021,1698.0,28705
02723,2021,0.0,96
02724,2021,0.0,59
02725,2021,0.0,136
02726,2021,0.0,177
02727,2021,0.0,209
02728,2021,0.0,257
02729,2021,0.0,77
02730,2021,0.0,268
02731,2021,0.0,178
02732,2021,0.0,105
02734,2021,0.0,267
02735,2021,0.0,16
02736,2021,0.0,164
02737,2021,0.0,551
02738,2021,569.0,13431
02739,2021,0.0,336
02740,2021,0.0,221
02741,2021,0.0,541
02742,2021,0.0,119
02743,2021,0.0,153
02744,2021,0.0,74
02745,2021,0.0,113
02746,2021,0.0,670
02747,2021,0.0,82
02748,2021,0.0,942
02749,2021,0.0,214
02750,2021,0.0,559
02751,2021,0.0,141
02752,2021,0.0,283
02753,2021,0.0,328
02754,2021,0.0,186
02755,2021,0.0,555
02756,2021,14.0,688
02757,2021,0.0,517
02758,2021,0.0,2015
02759,2021,0.0,362
02760,2021,0.0,143
02761,2021,0.0,210
02762,2021,0.0,160
02763,2021,0.0,211
02764,2021,0.0,91
02765,2021,0.0,235
02766,2021,0.0,237
02767,2021,0.0,321
02768,2021,0.0,517
02769,2021,0.0,915
02770,2021,19.0,778
02772,2021,0.0,148
02773,2021,0.0,40
02774,2021,0.0,121
02775,2021,0.0,926
02776,2021,0.0,563
02777,2021,0.0,133
02778,2021,0.0,97
02779,2021,0.0,221
02780,2021,16.0,1348
02781,2021,0.0,457
02782,2021,0.0,218
